scope,state,government_level,category,cat_code,organization,url,discovered_from,verification_status
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Agriculture Department, Andaman & Nicobar",https://agri.andamannicobar.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Animal Husbandry and Veterinary Services Department, Andaman & Nicobar",https://ahvs.andamannicobar.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Civil Supplies and Consumer Affairs Department, Andaman & Nicobar",https://dcsca.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Cooperative Department, Andaman & Nicobar",https://rcs.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Education Department, Andaman & Nicobar",https://education.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Electricity Department, Andaman & Nicobar",https://vidyut.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Environment & Forest Department, Andaman & Nicobar",https://forest.and.nic.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Fisheries Department, Andaman & Nicobar",https://anifisheries.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Health Department, Andaman & Nicobar",https://dhs.andamannicobar.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Industries Department, Andaman & Nicobar",https://industries.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Labour, Employment & Training Department, Andaman & Nicobar",https://labour.and.nic.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Police Department, Andaman & Nicobar",https://police.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Relief and Rehabilitation & Disaster Management Department, Andaman & Nicobar",https://ddm.andamannicobar.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Rural Development & Panchayat Department, Andaman",https://rdpri.andamannicobar.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Science & Technology Department, Andaman & Nicobar",https://dstpcc.andamannicobar.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,National Feeder Monitoring System,https://nfms.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,Sustainable Agrarian Mission on use of Agri-Residue in Thermal Power Plants (SAMARTH),https://samarth.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,Revamped Distribution Sector Scheme (RDSS),https://rdss.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,Indian Railways Institute of Transport Management (IRITM),https://iritmold.indianrailways.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Shipping & Ports Department, Andaman & Nicobar",https://dss.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Tourism, Andaman & Nicobar",https://www.andamantourism.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Transport Department, Andaman & Nicobar",https://transport.and.nic.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Departments - Andaman and Nicobar Islands,E003,"Zilla Parishad Department, Andaman & Nicobar",https://zpsa.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Academies / Institutions - Andaman and Nicobar Islands,E009,"Dr. B.R. Ambedkar Institute of Technology, Andaman & Nicobar Admistration",https://dbrait.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Academies / Institutions - Andaman and Nicobar Islands,E009,"Jawaharlal Nehru Rajkeeya Mahavidyalaya, Andaman & Nicobar Islands",https://jnrm.and.nic.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Academies / Institutions - Andaman and Nicobar Islands,E009,"Mahatma Gandhi Government College, Mayabunder, Andaman & Nicobar Islands",https://mggcm.and.nic.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Academies / Institutions - Andaman and Nicobar Islands,E009,"Tagore Government College of Education (TGCE), Port Blair",https://tgce.and.nic.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Academies / Institutions - Andaman and Nicobar Islands,E009,National Feeder Monitoring System,https://nfms.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Academies / Institutions - Andaman and Nicobar Islands,E009,Sustainable Agrarian Mission on use of Agri-Residue in Thermal Power Plants (SAMARTH),https://samarth.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Academies / Institutions - Andaman and Nicobar Islands,E009,Revamped Distribution Sector Scheme (RDSS),https://rdss.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Academies / Institutions - Andaman and Nicobar Islands,E009,Indian Railways Institute of Transport Management (IRITM),https://iritmold.indianrailways.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Districts - Andaman and Nicobar Islands,E042,Nicobars,https://nicobars.andaman.nic.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Districts - Andaman and Nicobar Islands,E042,North And Middle Andaman,https://northmiddle.andaman.nic.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Districts - Andaman and Nicobar Islands,E042,South Andamans,https://southandaman.nic.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Districts - Andaman and Nicobar Islands,E042,National Feeder Monitoring System,https://nfms.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Districts - Andaman and Nicobar Islands,E042,Sustainable Agrarian Mission on use of Agri-Residue in Thermal Power Plants (SAMARTH),https://samarth.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Districts - Andaman and Nicobar Islands,E042,Revamped Distribution Sector Scheme (RDSS),https://rdss.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Districts - Andaman and Nicobar Islands,E042,Indian Railways Institute of Transport Management (IRITM),https://iritmold.indianrailways.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Others - Andaman and Nicobar Islands,OTHR,"AIDS Control Society (ANACS), Andaman and Nicobar",https://anacs.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Others - Andaman and Nicobar Islands,OTHR,Andaman Nicobar State Transport Services,https://ants.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Others - Andaman and Nicobar Islands,OTHR,Andaman and Nicobar State Cooperative Bank Limited (ANSCB),https://www.anscbank.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Others - Andaman and Nicobar Islands,OTHR,"Automatic Allotment of Government Accommodation, Andaman & Nicobar Islands",https://aaga.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Others - Andaman and Nicobar Islands,OTHR,"DHS - Drug Licensing, Andaman & Nicobar Islands",https://druglicense.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Others - Andaman and Nicobar Islands,OTHR,"Online Recruitment Portal, Andaman and Nicobar Administration",https://karmic.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Others - Andaman and Nicobar Islands,OTHR,"The Daily Telegrams, Andaman & Nicobar Islands",https://dt.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Others - Andaman and Nicobar Islands,OTHR,"Urja Pay (Electricity Bill Payment), Andaman & Nicobar Islands",https://urjapay.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Others - Andaman and Nicobar Islands,OTHR,"e-District Project, Andaman & Nicobar Administration",https://edistrict.andaman.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Others - Andaman and Nicobar Islands,OTHR,National Feeder Monitoring System,https://nfms.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Others - Andaman and Nicobar Islands,OTHR,Sustainable Agrarian Mission on use of Agri-Residue in Thermal Power Plants (SAMARTH),https://samarth.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Others - Andaman and Nicobar Islands,OTHR,Revamped Distribution Sector Scheme (RDSS),https://rdss.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AN,Andaman and Nicobar Islands,state_or_ut,Others - Andaman and Nicobar Islands,OTHR,Indian Railways Institute of Transport Management (IRITM),https://iritmold.indianrailways.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"AYUSH Department, Andhra Pradesh",https://ayush.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Agricultural Marketing Department, Andhra Pradesh",https://vyavasayamarketingshakha.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Agriculture Department, Andhra Pradesh",https://www.apagrisnet.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Animal husbandry Department, Andhra Pradesh",https://ahd.aptonline.in/AHMS/Views/Home.aspx,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Backward Classes Welfare Department, Andhra Pradesh",https://visakhapatnam.ap.gov.in/backward-classes-welfare-department,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Co-operation Department, Andhra Pradesh",https://cooperation.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Consumer Affairs, Food and Civil Supplies Department, Andhra Pradesh",https://civilsupplies.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Finance Department, Andhra Pradesh",https://apfinance.gov.in/FirstPage.do,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Fisheries Department, Andhra Pradesh",https://fisheries.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Forests Department, Andhra Pradesh",https://forests.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"General Administration Department, Andhra Pradesh",https://www.gad.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Handlooms and Textiles Department, Andhra Pradesh",https://www.aphandtex.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Health, Medical & Family Welfare Department, Andhra Pradesh",https://hmfw.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Higher Education Department, Andhra Pradesh",https://apsche.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Horticulture Department, Andhra Pradesh",https://horticulture.ap.nic.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Industries and Commerce Department, Andhra Pradesh",https://www.apindustries.gov.in/APIndus/Default.aspx,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Information Technology, Electronics and Communications Department, Andhra Pradesh",https://apit.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Information and Public Relations Department, Andhra Pradesh",https://ipr.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Labour, Employment Training and Factories Department, Andhra Pradesh",https://employment.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Legal Metrology Department, Andhra Pradesh",https://aplm.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Mines and Geology Department, Andhra Pradesh",https://www.mines.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Planning Department, Andhra Pradesh",https://www.apsdps.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Prohibition and Excise Department, Andhra Pradesh",https://apcpe.aptonline.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,National Feeder Monitoring System,https://nfms.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,Sustainable Agrarian Mission on use of Agri-Residue in Thermal Power Plants (SAMARTH),https://samarth.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,Revamped Distribution Sector Scheme (RDSS),https://rdss.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,Indian Railways Institute of Transport Management (IRITM),https://iritmold.indianrailways.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Roads and Buildings Department, Andhra Pradesh",https://www.randb.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Rural Water Supply and Sanitation Department, Andhra Pradesh",https://rwss.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"School Education Department, Andhra Pradesh",https://cse.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Social Welfare Department, Andhra Pradesh",https://socialwelfare.apcfss.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Tourism Department, Andhra Pradesh",https://tourism.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Tribal Welfare Department, Andhra Pradesh",https://aptribes.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Water Resources Department, Andhra Pradesh",https://irrigationap.cgg.gov.in/wrd/home,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Women Development and Child Welfare Department, Andhra Pradesh",https://wdcw.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Departments - Andhra Pradesh,E003,"Youth Services Department, Andhra Pradesh",https://www.youthservices.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Directorates / Commissionerates - Andhra Pradesh,E004,Andhra Pradesh Maritime Board,https://ports.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Directorates / Commissionerates - Andhra Pradesh,E004,"Chief Commissioner of Land Administration, Andhra Pradesh",https://ccla.ap.gov.in/CCLA/Index.aspx,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Directorates / Commissionerates - Andhra Pradesh,E004,"Commissioner of Rehabilitation and Resettlement, Andhra Pradesh",https://aprr.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Directorates / Commissionerates - Andhra Pradesh,E004,"Directorate of Medical Education, Andhra Pradesh",https://dme.ap.nic.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Directorates / Commissionerates - Andhra Pradesh,E004,"Directorate of Town and Country Planning, Andhra Pradesh",https://portal.apdpms.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Directorates / Commissionerates - Andhra Pradesh,E004,"Drugs Control Administration, Andhra Pradesh",https://apdca.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Directorates / Commissionerates - Andhra Pradesh,E004,"Public Private Partnerships (PPP), Telangana, Andhra Pradesh",https://ppptg.cgg.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Directorates / Commissionerates - Andhra Pradesh,E004,"Sri Venkateswara University, Directorate of Distance Education, Tirupati, Andhra Pradesh",https://www.svudde.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Directorates / Commissionerates - Andhra Pradesh,E004,"Tirupati CGST Commissionerate, Andhra Pradesh",https://cgsttirupati.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Directorates / Commissionerates - Andhra Pradesh,E004,National Feeder Monitoring System,https://nfms.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Directorates / Commissionerates - Andhra Pradesh,E004,Sustainable Agrarian Mission on use of Agri-Residue in Thermal Power Plants (SAMARTH),https://samarth.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Directorates / Commissionerates - Andhra Pradesh,E004,Revamped Distribution Sector Scheme (RDSS),https://rdss.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Directorates / Commissionerates - Andhra Pradesh,E004,Indian Railways Institute of Transport Management (IRITM),https://iritmold.indianrailways.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Attached / Subordinated Offices - Andhra Pradesh,E005,"Chief Commissioner of Land Administration (CCLA), Andhra Pradesh",https://ccla.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Attached / Subordinated Offices - Andhra Pradesh,E005,"Southern Power Distribution Company of AP Ltd. (APSPDCL), Andhra Pradesh",https://www.apspdcl.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Attached / Subordinated Offices - Andhra Pradesh,E005,National Feeder Monitoring System,https://nfms.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Attached / Subordinated Offices - Andhra Pradesh,E005,Sustainable Agrarian Mission on use of Agri-Residue in Thermal Power Plants (SAMARTH),https://samarth.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Attached / Subordinated Offices - Andhra Pradesh,E005,Revamped Distribution Sector Scheme (RDSS),https://rdss.powermin.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Attached / Subordinated Offices - Andhra Pradesh,E005,Indian Railways Institute of Transport Management (IRITM),https://iritmold.indianrailways.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"Acharya N. G. Ranga Agricultural University, Andhra Pradesh",https://angrau.ac.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"Acharya Nagarjuna University, Andhra Pradesh",https://www.nagarjunauniversity.ac.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"Acharya Nagarjuna University, Centre for Distance Education, Andhra Pradesh",https://anucde.info,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"Andhra Pradesh Nurses ,Midwives ,Auxiliary Nurse-Midwives & Health Visitors Council",https://nmcouncil.ap.nic.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,Andhra University,https://www.andhrauniversity.edu.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"Dr. Y.S.R Horticultural University, Andhra Pradesh",https://drysrhu.ap.gov.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"Dravidian University, Kuppam, Andhra Pradesh",https://www.dravidianuniversity.ac.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"Institute for Development and Research in Banking Technology (IDRBT), Andhra Pradesh",https://www.idrbt.ac.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"Institute of Insurance and Risk Management (IIRM), Andhra Pradesh",https://www.theiirm.ac.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"Jawaharlal Nehru Technological University Hyderabad (JNTUH), Andhra Pradesh",https://www.jntuh.ac.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"Kakatiya University, Andhra Pradesh",https://www.kakatiya.ac.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"NALSAR University of Law, Andhra Pradesh",https://nalsar.ac.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"National Institute of Technology (NIT), Andhra Pradesh",https://nitandhra.ac.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"Potti Sreeramulu Telugu University, Andhra Pradesh",https://teluguuniversity.ac.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"Sri Venkateswara Institute Of Medical Sciences, Andhra Pradesh",https://svimstpt.ap.nic.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"Sri Venkateswara University, Tirupati, Andhra Pradesh",https://www.svuniversity.edu.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"Sri Venkateswara Veterinary University, Tirupati, Andhra Pradesh",https://svvu.edu.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"UGC-Human Resources Development Centre, Andhra University, Andhra Pradesh",https://auasc.org,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
AP,Andhra Pradesh,state_or_ut,Academies / Institutions - Andhra Pradesh,E009,"Vikrama Simhapuri University, Nellore, Andhra Pradesh",https://vsu.ac.in,IGOD /sg/{state}/{cat}/organizations,DISCOVERED
